1.040000000000000036e+01 2.489999999999999858e+01
1.097000000000000064e+01 2.385999999999999943e+01
1.157000000000000028e+01 2.132999999999999829e+01
1.219999999999999929e+01 1.662000000000000099e+01
1.285999999999999943e+01 9.130000000000000782e+00
1.355000000000000071e+01 -1.100000000000000089e+00
1.427999999999999936e+01 -1.261999999999999922e+01
1.505000000000000071e+01 -2.276999999999999957e+01
1.584999999999999964e+01 -2.898000000000000043e+01
1.669000000000000128e+01 -2.998999999999999844e+01
1.757000000000000028e+01 -2.582000000000000028e+01
1.850000000000000000e+01 -1.844999999999999929e+01
1.948000000000000043e+01 -1.098000000000000043e+01
2.050000000000000000e+01 -5.820000000000000284e+00
2.157999999999999829e+01 -3.379999999999999893e+00
2.271000000000000085e+01 -2.549999999999999822e+00
2.389000000000000057e+01 -2.479999999999999982e+00
2.514000000000000057e+01 -2.740000000000000213e+00
2.644000000000000128e+01 -3.100000000000000089e+00
2.782000000000000028e+01 -3.549999999999999822e+00
2.926000000000000156e+01 -4.030000000000000249e+00
3.076999999999999957e+01 -3.995000000000000284e+01
3.235999999999999943e+01 -3.878999999999999915e+01
3.403000000000000114e+01 -3.752000000000000313e+01
6.000000000000000000e+00 1.144999999999999929e+01
6.349999999999999645e+00 1.341999999999999993e+01
6.719999999999999751e+00 1.536999999999999922e+01
7.099999999999999645e+00 1.723000000000000043e+01
7.509999999999999787e+00 1.901999999999999957e+01
7.929999999999999716e+00 2.066000000000000014e+01
8.380000000000000782e+00 2.216000000000000014e+01
8.849999999999999645e+00 2.342999999999999972e+01
9.339999999999999858e+00 2.439999999999999858e+01
9.859999999999999432e+00 2.496999999999999886e+01
